idx,m,a,b,n1,n2,n3,invert,vsplit,hsplit,periodicity,pixel_error,attempts
985,10,0.29840143911987965,1.065853586753805,1.7030073895536932,4.699109014706192,2.6316652701323955,1,0,0,290,0.0,1
604,3,1.0455258898679296,0.3020717155731355,0.9076342586938531,1.4617496855084193,1.0011984317010103,1,0,0,240,0.0,1
278,10,0.8903879580361953,0.4391857134548409,2.4197534355719172,2.189369302033766,2.4105249340974755,1,0,0,250,0.0,1
703,5,0.4961449572864496,1.1016162619830001,3.905218680702378,1.366376216070113,3.067585126621611,1,1,0,280,0.0,3
552,4,0.7880047147810144,0.609044679756174,1.2510578565961143,2.6398583403118665,2.4022006025423313,0,0,1,290,0.0,1
386,9,1.0484089976455617,0.5605700571647587,0.7572176360240285,4.467122121157098,1.3672113222626303,1,0,0,200,0.0,6
269,9,0.8170064225932245,0.676497495631618,2.9732639200669904,5.166350933569201,3.8734485602205457,1,1,0,230,0.0,1
576,5,0.9694712069553126,0.494369390950006,0.3458650577433517,3.7770544760060543,4.165229154239629,0,1,0,270,0.0,3
763,2,0.6471311961595626,0.7927651858031833,3.9019888667237215,5.845156423621423,0.6747055270961818,0,0,0,240,0.0,3
939,2,0.3217663225113037,0.7642180891716079,3.5688062972106684,5.044824729175096,2.405648227477264,0,0,1,220,0.0,1
535,4,0.4482291402215488,1.117405965296108,1.8492972289325462,2.1418341285523206,2.136406990188328,1,0,0,250,0.0,2
39,5,0.6775399007198523,1.043213417830073,3.265198574166177,2.1732033943069156,2.8523259014987556,0,0,1,280,0.0014,6
230,9,0.7796400153980343,0.6532718561919628,3.5472213249062126,3.603310959715252,2.151693411161271,1,0,1,280,0.0,1
255,5,0.41804431733641356,0.7440246644267277,4.294054356044537,5.402443516178603,4.483125836091468,1,0,1,210,0.0,1
482,9,1.0872733771127527,0.974227935365137,2.34098322339446,0.35107576325015427,3.9446569347210785,1,0,0,200,0.0,6
619,1,0.5253704460567955,0.7921137782502057,1.4523462307134996,3.7135098603646925,3.03409045667894,0,1,0,270,0.0,3
598,10,0.8065926619680646,0.5776485952622372,0.891776593409473,3.403207122326161,5.334653032177612,1,0,0,290,0.0014,6
234,8,0.6876808455476261,0.7444983015624254,3.260019003486839,2.5462994706404674,5.180050624124844,1,0,1,210,0.0,1
295,5,0.8309768490760696,0.723615574078379,4.453768220566054,3.0623781823814986,5.718826880840819,0,0,0,300,0.0,1
